Census_year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading_name,Business_address,Number of patrons,Longitude,Latitude,Location
2020,419,108876,108876,McMahon's Hotel 573-579 Spencer Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),McMahons Hotel,McMahon's Hotel 573-579 Spencer Street WEST MELBOURNE VIC 3003,160,144.94699,-37.80741,"-37.80741, 144.94699"
2020,710,108617,108617,Royce Hotel 375-385 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Royce Hotel,Royce Hotel 375-385 St Kilda Road MELBOURNE VIC 3004,120,144.97554,-37.83508,"-37.83508, 144.97554"
2020,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Waterslide Bar,"Restaurant 3, Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",200,144.9663,-37.82072,"-37.82072, 144.9663"
2020,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,R Bar by Rockpool,"Shop 3, Ground 8 Whiteman Street SOUTHBANK VIC 3006",555,144.95833,-37.82316,"-37.82316, 144.95833"
2020,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Velvet Bar,Part Casino 8 Whiteman Street SOUTHBANK VIC 3006,200,144.95833,-37.82316,"-37.82316, 144.95833"
2020,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Jackpot Bar,"Shop 72, Ground 8 Whiteman Street SOUTHBANK VIC 3006",80,144.95833,-37.82316,"-37.82316, 144.95833"
2020,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Lumia Bar,"Shop 73, Ground 8 Whiteman Street SOUTHBANK VIC 3006",140,144.95833,-37.82316,"-37.82316, 144.95833"
2020,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Plus 5,37 South Wharf Promenade SOUTH WHARF VIC 3006,90,144.95061,-37.82411,"-37.82411, 144.95061"
2020,807,108054,108054,1-25 Whiteman Street SOUTHBANK VIC 3006,Southbank,Mesh/Tonic Bar,Part Ground 1-25 Whiteman Street SOUTHBANK VIC 3006,300,144.96002,-37.82398,"-37.82398, 144.96002"
2020,1110,620312,593737,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Urban Alley Brewery,Shop G09 12 Star Circus DOCKLANDS VIC 3008,700,144.938,-37.81329,"-37.81329, 144.938"
2020,2530,616160,616160,The Quiet Man Hotel 265-271 Racecourse Road KENSINGTON VIC 3031,Kensington,The Quiet Man Irishman  Pub,The Quiet Man Hotel 265-271 Racecourse Road KENSINGTON VIC 3031,400,144.93237,-37.78861,"-37.78861, 144.93237"
2021,6,578324,573333,"Tenancy 29, Transport Federation Square 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Transport Hotel,"Tenancy 29, Ground 2 Swanston Street MELBOURNE VIC 3000",600,144.96994,-37.81778,"-37.81778, 144.96994"
2021,11,105294,105294,27-31 King Street MELBOURNE VIC 3000,Melbourne (CBD),State Of Grace,"Basement , Ground & Rooftop 27 King Street MELBOURNE VIC 3000",245,144.95695,-37.81976,"-37.81976, 144.95695"
2021,11,108971,108971,Holiday Inn on Flinders 561-585 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Holiday Inn Melbourne On Flinders,Holiday Inn on Flinders 561-585 Flinders Lane MELBOURNE VIC 3000,100,144.9551,-37.8202,"-37.8202, 144.9551"
2021,12,104824,104824,11A Highlander Lane MELBOURNE VIC 3000,Melbourne (CBD),Highlander Bar,11A Highlander Lane MELBOURNE VIC 3000,202,144.95797,-37.8197,"-37.8197, 144.95797"
2021,12,105399,105399,26-32 King Street MELBOURNE VIC 3000,Melbourne (CBD),Clique Bar,Level 1 26 King Street MELBOURNE VIC 3000,222,144.95747,-37.81953,"-37.81953, 144.95747"
2021,12,105401,105401,14-20 King Street MELBOURNE VIC 3000,Melbourne (CBD),Tramp Bar,Basement 20 King Street MELBOURNE VIC 3000,260,144.95771,-37.81978,"-37.81978, 144.95771"
2021,14,103165,103165,1-5 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Dreams Gentlemen's Club,288 Flinders Street MELBOURNE VIC 3000,160,144.96461,-37.81806,"-37.81806, 144.96461"
2021,14,103172,103172,31-39 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),The Joint Bar,Level 1-2 35 Elizabeth Street MELBOURNE VIC 3000,329,144.96433,-37.81742,"-37.81742, 144.96433"
2021,14,103950,103950,335-339 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Bartronica,Basement 335 Flinders Lane MELBOURNE VIC 3000,200,144.96323,-37.81785,"-37.81785, 144.96323"
2021,14,104003,104003,Q2 Tower 2-8 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Candela Nuevo,Suite 1201 & Part Rooftop 2 Queen Street MELBOURNE VIC 3000,300,144.96271,-37.81859,"-37.81859, 144.96271"
2021,15,103944,103944,Tomasetti House 277-279 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),The Mill House Bar,"Unit 1, Basement 277 Flinders Lane MELBOURNE VIC 3000",400,144.9653,-37.81724,"-37.81724, 144.9653"
2021,15,109257,109257,Young And Jacksons Hotel 1-7 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Young & Jacksons,Young And Jacksons Hotel 1-7 Swanston Street MELBOURNE VIC 3000,470,144.96702,-37.81736,"-37.81736, 144.96702"
2021,16,104020,104020,150-162 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Forum Theatre Bar,Part Ground 150-162 Flinders Street MELBOURNE VIC 3000,1500,144.96939,-37.81649,"-37.81649, 144.96939"
2021,17,574438,574438,84-94 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Eau-De-Vie,Rear 88 Flinders Street MELBOURNE VIC 3000,150,144.97169,-37.81595,"-37.81595, 144.97169"
2021,23,102098,102098,415-417 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Sherlock Holmes Inn,Gnd & Bmt 417 Collins Street MELBOURNE VIC 3000,131,144.96087,-37.81747,"-37.81747, 144.96087"
2021,23,106436,106436,54-60 Market Street MELBOURNE VIC 3000,Melbourne (CBD),Oak & Vine Bar,"Unit 1R, Ground 60 Market Street MELBOURNE VIC 3000",370,144.96082,-37.81778,"-37.81778, 144.96082"
2021,26,102073,102073,141-165 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Dessous,Basement 164 Flinders Lane MELBOURNE VIC 3000,161,144.96876,-37.81545,"-37.81545, 144.96876"
2021,27,102064,102064,69-73 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Harley House,Basement 71 Collins Street MELBOURNE VIC 3000,210,144.97135,-37.81434,"-37.81434, 144.97135"
2021,31,102113,102113,McPherson's Building 546-566 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Pulo Pool Parlour,Part Lwr Ground 546 Collins Street MELBOURNE VIC 3000,120,144.95584,-37.81824,"-37.81824, 144.95584"
2021,33,102124,102124,430-442 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Mug House,Part Ground 440 Collins Street MELBOURNE VIC 3000,80,144.95976,-37.81703,"-37.81703, 144.95976"
2021,33,105933,105933,425-427 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Irish Times,Gnd & Flr1 427 Little Collins Street MELBOURNE VIC 3000,170,144.96054,-37.81625,"-37.81625, 144.96054"
2021,33,105936,105936,433 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Dikstein's Corner Bar,433 Little Collins Street MELBOURNE VIC 3000,145,144.96034,-37.81631,"-37.81631, 144.96034"
2021,33,110148,110148,98-110 William Street MELBOURNE VIC 3000,Melbourne (CBD),The Australian Club Inc,98-110 William Street MELBOURNE VIC 3000,280,144.95912,-37.81675,"-37.81675, 144.95912"
2021,35,105919,105919,267 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Polepole Bar & Kitchen/Glamp,Part Ground & Level 1 267 Little Collins Street MELBOURNE VIC 3000,100,144.9656,-37.81483,"-37.81483, 144.9656"
2021,35,109271,109271,Century Building 125-133 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Max Watt's,Gnd & Bmt 125 Swanston Street MELBOURNE VIC 3000,800,144.9658,-37.81472,"-37.81472, 144.9658"
2021,35,558610,558610,256 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Butterfly Club,Level 1-3 256 Collins Street MELBOURNE VIC 3000,190,144.96529,-37.81552,"-37.81552, 144.96529"
2021,37,709874,102161,101-107 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Next Hotel Melbourne,103 Little Collins Street MELBOURNE VIC 3000,321,144.97069,-37.81364,"-37.81364, 144.97069"
2021,43,108068,108068,111-129 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),CitiClub On Queen Hotel,"Pt Gnd & Lvl 1, Level 2-7 113 Queen Street MELBOURNE VIC 3000",940,144.96064,-37.81581,"-37.81581, 144.96064"
2021,43,108069,108069,131-141 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),The Turf Bar & Restaurant,"Unit 1, LwrGround 131 Queen Street MELBOURNE VIC 3000",527,144.96053,-37.8155,"-37.8155, 144.96053"
2021,46,101130,101130,193-199 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Carlton Hotel,Levels 1-4  and Rooftop 193-199 Bourke Street MELBOURNE VIC 3000,366,144.96765,-37.8132,"-37.8132, 144.96765"
2021,46,108537,108537,QT Melbourne 131-141 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),QT Melbourne,"Basement , Gnd & Level 1-8 & 11 133 Russell Street MELBOURNE VIC 3000",885,144.96784,-37.81343,"-37.81343, 144.96784"
2021,48,101113,101113,59-63 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Club Jankara,Level 2 59-63 Bourke Street MELBOURNE VIC 3000,150,144.97157,-37.81212,"-37.81212, 144.97157"
2021,48,101116,101116,79-85 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Good Heavens,Level 2 79 Bourke Street MELBOURNE VIC 3000,400,144.97104,-37.81218,"-37.81218, 144.97104"
2021,48,106560,106560,12-18 Meyers Place MELBOURNE VIC 3000,Melbourne (CBD),Lily Blacks,"Shop 3, 12-18 Meyers Place MELBOURNE VIC 3000",95,144.97248,-37.81225,"-37.81225, 144.97248"
2021,52,592048,592048,188-202 King Street MELBOURNE VIC 3000,Melbourne (CBD),La Di Da,188-200 King Street MELBOURNE VIC 3000,458,144.95562,-37.81551,"-37.81551, 144.95562"
2021,53,101180,101180,Equity Chambers 472-478 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Douglas Club,472 Bourke Street MELBOURNE VIC 3000,70,144.9596,-37.81486,"-37.81486, 144.9596"
2021,53,110145,110145,170-176 William Street MELBOURNE VIC 3000,Melbourne (CBD),Pho Melbourne,170 William Street MELBOURNE VIC 3000,50,144.95822,-37.81492,"-37.81492, 144.95822"
2021,55,101193,101193,General Post Office 338-352 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Alto Event Space,Office T03 338-352 Bourke Street MELBOURNE VIC 3000,400,144.96329,-37.8136,"-37.8136, 144.96329"
2021,55,109284,109284,191-205 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Black Opal,191 Swanston Street MELBOURNE VIC 3000,200,144.96501,-37.8131,"-37.8131, 144.96501"
2021,55,109284,109284,191-205 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Eva's Restaurant & Bar,Mezzanine 195 Swanston Street MELBOURNE VIC 3000,200,144.96501,-37.8131,"-37.8131, 144.96501"
2021,56,108538,108538,163-169 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Sky Lounge KTV,Level 1 163-165 Russell Street MELBOURNE VIC 3000,300,144.96765,-37.81247,"-37.81247, 144.96765"
2021,57,101212,101212,152-158 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ballers Clubhouse,Level 2-3 2 Coverlid Place MELBOURNE VIC 3000,1500,144.96852,-37.81196,"-37.81196, 144.96852"
2021,57,101221,101221,94-96 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Elephant and Wheelbarrow,94-96 Bourke Street MELBOURNE VIC 3000,450,144.97024,-37.81192,"-37.81192, 144.97024"
2021,58,101230,101230,54-62 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Romeo Lane,4 Crossley Street MELBOURNE VIC 3000,99,144.97136,-37.81156,"-37.81156, 144.97136"
2021,58,105657,105657,21 Liverpool Street MELBOURNE VIC 3000,Melbourne (CBD),Double Happiness Bar / New Gold Mountain,21 Liverpool Street MELBOURNE VIC 3000,164,144.97126,-37.81118,"-37.81118, 144.97126"
2021,58,105829,105829,37-41 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Juliet Melbourne,Basement 37-41 Little Bourke Street MELBOURNE VIC 3000,100,144.97151,-37.81084,"-37.81084, 144.97151"
2021,58,108986,108986,161 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),The European,Ground 161 Spring Street MELBOURNE VIC 3000,703,144.97243,-37.81095,"-37.81095, 144.97243"
2021,61,105716,105716,597-603 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),The Men's Gallery,597-603 Lonsdale Street MELBOURNE VIC 3000,675,144.95449,-37.81495,"-37.81495, 144.95449"
2021,61,105858,105858,590-592 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Holey Moley Golf Club,590-592 Little Bourke Street MELBOURNE VIC 3000,700,144.9547,-37.81534,"-37.81534, 144.9547"
2021,63,105867,105867,428-432 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Denmark House,"Suite 301, Level 3 428 Little Bourke Street MELBOURNE VIC 3000",100,144.95973,-37.81392,"-37.81392, 144.95973"
2021,66,105694,105694,233-237 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),The Emerald Peacock,233 Lonsdale Street MELBOURNE VIC 3000,300,144.96555,-37.81158,"-37.81158, 144.96555"
2021,66,105695,105695,239 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ferdydurke,Level 1-2 239 Lonsdale Street MELBOURNE VIC 3000,100,144.96538,-37.81159,"-37.81159, 144.96538"
2021,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cookie,"Unit S2, Level 1 252 Swanston Street MELBOURNE VIC 3000",300,144.96527,-37.81199,"-37.81199, 144.96527"
2021,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Mesa Verde,"Unit S13, Level 6 252 Swanston Street MELBOURNE VIC 3000",175,144.96527,-37.81199,"-37.81199, 144.96527"
2021,67,105673,105673,103-105 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bomba Tapas Bar and Rooftop,Ground & Rooftop 103 Lonsdale Street MELBOURNE VIC 3000,145,144.96925,-37.81049,"-37.81049, 144.96925"
2021,74,106019,106019,399-401 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Floyd's Bar,Restaurant Level 2 399 Little Lonsdale Street MELBOURNE VIC 3000,786,144.96014,-37.81205,"-37.81205, 144.96014"
2021,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Father's Office,249 Little Lonsdale Street MELBOURNE VIC 3000,370,144.96573,-37.81068,"-37.81068, 144.96573"
2021,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Strike Bowling,245-247 Little Lonsdale Street MELBOURNE VIC 3000,370,144.96573,-37.81068,"-37.81068, 144.96573"
2021,77,108573,108573,270 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Whisky and Alement,Ground 270 Russell Street MELBOURNE VIC 3000,90,144.96716,-37.81011,"-37.81011, 144.96716"
2021,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Diesel Bar,202 Little Lonsdale Street MELBOURNE VIC 3000,375,144.96284,-37.8109,"-37.8109, 144.96284"
2021,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Party World Karaoke Bar,"Shop 301, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",500,144.96284,-37.8109,"-37.8109, 144.96284"
2021,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Melbourne Central Lion Hotel,"Shop 303, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",550,144.96284,-37.8109,"-37.8109, 144.96284"
2021,85,109302,109302,281-287 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Bornga,Level 1 258 Lonsdale Street MELBOURNE VIC 3000,40,144.96436,-37.81143,"-37.81143, 144.96436"
2021,87,108567,108567,300 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Jankara Karaoke,Ground 300 Russell Street MELBOURNE VIC 3000,80,144.96691,-37.80952,"-37.80952, 144.96691"
2021,95,109314,109314,401-405 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Imix Club & Bar,Level 2 & Roof 401 Swanston Street MELBOURNE VIC 3000,360,144.96322,-37.80904,"-37.80904, 144.96322"
2021,97,105493,105493,52 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Karaoke Box,52 La Trobe Street MELBOURNE VIC 3000,300,144.96725,-37.80829,"-37.80829, 144.96725"
2021,104,103219,103219,413-417 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Workshop,Level 1 413-417 Elizabeth Street MELBOURNE VIC 3000,230,144.96052,-37.80919,"-37.80919, 144.96052"
2021,207,106142,106142,291-299 Lygon Street CARLTON VIC 3053,Carlton,Agostino,297 Lygon Street CARLTON VIC 3053,90,144.96704,-37.79839,"-37.79839, 144.96704"
2021,215,108202,108202,415-421 Rathdowne Street CARLTON VIC 3053,Carlton,Capitano,415-421 Rathdowne Street CARLTON VIC 3053,100,144.97043,-37.79652,"-37.79652, 144.97043"
2021,218,106215,106215,298 Lygon Street CARLTON VIC 3053,Carlton,Carlton Yacht Club Bar,298 Lygon Street CARLTON VIC 3053,46,144.96738,-37.79999,"-37.79999, 144.96738"
2021,266,106081,106081,John Curtin Hotel 27-31 Lygon Street CARLTON VIC 3053,Carlton,The Curtin,John Curtin Hotel 27-31 Lygon Street CARLTON VIC 3053,350,144.9657,-37.8062,"-37.8062, 144.9657"
2021,267,106254,106254,Trades Hall 2-40 Lygon Street CARLTON VIC 3053,Carlton,Common Rooms At Trades Hall,Part Ground 54 Victoria Street CARLTON VIC 3053,174,144.96641,-37.80644,"-37.80644, 144.96641"
2021,268,108154,108153,Montefiore House Exhibition Mews 49 Rathdowne Street CARLTON VIC 3053,Carlton,Epocha Restaurant,Montefiore House Exhibition Mews 49 Rathdowne Street CARLTON VIC 3053,124,144.96856,-37.80577,"-37.80577, 144.96856"
2021,270,579293,104468,University House Building 112 230 Grattan Street PARKVILLE VIC 3010,Parkville,University House Club,University House Building 112 230 Grattan Street PARKVILLE VIC 3010,611,144.96121,-37.79677,"-37.79677, 144.96121"
2021,270,664626,104468,Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,Parkville,The Ida Bar,Part Level 1 Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,200,144.96121,-37.79677,"-37.79677, 144.96121"
2021,345,103402,103402,33 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Townhall Hotel North Melbourne,33 Errol Street NORTH MELBOURNE VIC 3051,40,144.94879,-37.80413,"-37.80413, 144.94879"
2021,347,110920,110920,Limerick Castle Hotel & Restaurant 161-163 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Limerick Castle Hotel & Restaurant,Limerick Castle Hotel & Restaurant 161-163 Errol Street NORTH MELBOURNE VIC 3051,50,144.94964,-37.80116,"-37.80116, 144.94964"
2021,355,105636,105636,The Leveson 46-50 Leveson Street NORTH MELBOURNE VIC 3051,North Melbourne,The Leveson,The Leveson 46-50 Leveson Street NORTH MELBOURNE VIC 3051,400,144.95146,-37.8037,"-37.8037, 144.95146"
2021,357,109822,109822,368 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Prudence Bar,368 Victoria Street NORTH MELBOURNE VIC 3051,80,144.95405,-37.80543,"-37.80543, 144.95405"
2021,358,107887,107887,Sir Robert Peel Hotel 351-359 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,Bobbie Peels,Sir Robert Peel Hotel 351-359 Queensberry Street NORTH MELBOURNE VIC 3051,240,144.95597,-37.80396,"-37.80396, 144.95597"
2021,435,107481,107481,65-67 Peel Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),The Drunken Poet Pty Ltd,Ground 65 Peel Street WEST MELBOURNE VIC 3003,50,144.9555,-37.80667,"-37.80667, 144.9555"
2021,658,110266,110266,MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002,East Melbourne,Spotless Services,Part MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002,2800,144.98319,-37.82001,"-37.82001, 144.98319"
2021,724,106798,106798,557 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Ormond Collective,"17 Moubray Street, MELBOURNE VIC 3004",350,144.98152,-37.84747,"-37.84747, 144.98152"
2021,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Waterslide Bar,"Restaurant 3, Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",200,144.9663,-37.82072,"-37.82072, 144.9663"
2021,753,598987,598987,Evan Walker Bridge SOUTHBANK VIC 3006,Southbank,Ponyfish Island,Kiosk Evan Walker Bridge SOUTHBANK VIC 3006,150,144.96506,-37.81983,"-37.81983, 144.96506"
2021,801,559161,559161,Eureka Tower 3-7 Riverside Quay SOUTHBANK VIC 3006,Southbank,Belgian Beer Cafe Melbourne,5 Riverside Quay SOUTHBANK VIC 3006,638,144.96454,-37.82168,"-37.82168, 144.96454"
2021,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Atrium Bar,"Shop 70, Ground 8 Whiteman Street SOUTHBANK VIC 3006",100,144.95833,-37.82316,"-37.82316, 144.95833"
2021,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Jackpot Bar,"Shop 72, Ground 8 Whiteman Street SOUTHBANK VIC 3006",80,144.95833,-37.82316,"-37.82316, 144.95833"
2021,804,110537,110537,1-27 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,The Boatbuilders Yard,Part 23 South Wharf Promenade SOUTH WHARF VIC 3006,1438,144.95343,-37.82432,"-37.82432, 144.95343"
2021,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Plus 5,37 South Wharf Promenade SOUTH WHARF VIC 3006,90,144.95061,-37.82411,"-37.82411, 144.95061"
2021,806,110343,640947,Crown Casino Retail Precinct 27-45 Whiteman Street SOUTHBANK VIC 3006,Southbank,Kingpin Crown,"Shop 120, Gnd & Mezz 27 Whiteman Street SOUTHBANK VIC 3006",347,144.95844,-37.8254,"-37.8254, 144.95844"
2021,861,102503,102503,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,245,144.9817,-37.83432,"-37.83432, 144.9817"
